title,keywords,everything,topic,authors,journal,links
static accuracy analysis of vicon t40s motion capture cameras arranged externally for motion capture in constrained aquatic environments.,aquatic therapy motion capture static accuracy underwater treadmill vicon,static accuracy analysis of vicon t40s motion capture cameras arranged externally for motion capture in constrained aquatic environments.,METHODS,"Raghu SL, Kang CK, Whitehead P, Takeyama A, Conners R,",*Journal of biomechanics*,* [Static accuracy analysis of Vicon T40s motion capture cameras arranged externally for motion capture in constrained aquatic environments.](https://www.ncbi.nlm.nih.gov/pubmed/31030892)
force-regulated refolding of the mechanosensory domain in the platelet glycoprotein ib-ix complex.,,force-regulated refolding of the mechanosensory domain in the platelet glycoprotein ib-ix complex.,METHODS,"Zhang XF, Zhang W, Quach ME, Deng W, Li R,",*Biophysical journal*,* [Force-Regulated Refolding of the Mechanosensory Domain in the Platelet Glycoprotein Ib-IX Complex.](https://www.ncbi.nlm.nih.gov/pubmed/31030883)
archwire segmentation: a solution to the problems involved in treating atypical cases.,,archwire segmentation: a solution to the problems involved in treating atypical cases.,METHODS,"Tuil P, Bourgoin G,",*L' Orthodontie francaise*,* [[Archwire segmentation: a solution to the problems involved in treating atypical cases].](https://www.ncbi.nlm.nih.gov/pubmed/30994450)
unsupervised gait retraining using a wireless pressure-detecting shoe insole.,feedback gait modification knee adduction moment osteoarthritis wireless sensor insole,unsupervised gait retraining using a wireless pressure-detecting shoe insole.,METHODS,"He J, Lippmann K, Shakoor N, Ferrigno C, Wimmer MA,",*Gait & posture*,* [Unsupervised gait retraining using a wireless pressure-detecting shoe insole.](https://www.ncbi.nlm.nih.gov/pubmed/30986588)
bertolotti's syndrome in low-backache population: classification and imaging findings.,castellvi classification low backache lumbarization lumbosacral transition vertebra sacralization,bertolotti's syndrome in low-backache population: classification and imaging findings.,METHODS,"Ravikanth R, Majumdar P,",*Ci ji yi xue za zhi = Tzu-chi medical journal*,* [Bertolotti's syndrome in low-backache population: Classification and imaging findings.](https://www.ncbi.nlm.nih.gov/pubmed/31007488)
gravito-inertial ambiguity resolved through head stabilization.,head stabilization feedback nonlinear observability verticality vestibular system,gravito-inertial ambiguity resolved through head stabilization.,METHODS,"Farkhatdinov I, Michalska H, Berthoz A, Hayward V,","*Proceedings. Mathematical, physical, and engineering sciences*",* [Gravito-inertial ambiguity resolved through head stabilization.](https://www.ncbi.nlm.nih.gov/pubmed/31007539)
an analytical poroelastic model of a spherical tumor embedded in normal tissue under creep compression.,biomechanics biphasic theory cancer imaging elastography mechanopathology poroelasticity spherical model,an analytical poroelastic model of a spherical tumor embedded in normal tissue under creep compression.,MODELING,"Islam MT, Righetti R,",*Journal of biomechanics*,* [An analytical poroelastic model of a spherical tumor embedded in normal tissue under creep compression.](https://www.ncbi.nlm.nih.gov/pubmed/31000348)
a coupled reaction-diffusion-strain model predicts cranial vault formation in development and disease.,brain computational morphogenesis craniosynostosis finite volume method intramembranous ossification mouse model skull growth and evolution,a coupled reaction-diffusion-strain model predicts cranial vault formation in development and disease.,MODELING,"Lee C, Richtsmeier JT, Kraft RH,",*Biomechanics and modeling in mechanobiology*,* [A coupled reaction-diffusion-strain model predicts cranial vault formation in development and disease.](https://www.ncbi.nlm.nih.gov/pubmed/31006064)
twente spine model: a thorough investigation of the spinal loads in a complete and coherent musculoskeletal model of the human spine.,anybody intradiscal pressure musculoskeletal model spinal loads subject-specific,twente spine model: a thorough investigation of the spinal loads in a complete and coherent musculoskeletal model of the human spine.,MODELING,"Bayoglu R, Galibarov PE, Verdonschot N, Koopman B, Homminga J,",*Medical engineering & physics*,* [Twente Spine Model: A thorough investigation of the spinal loads in a complete and coherent musculoskeletal model of the human spine.](https://www.ncbi.nlm.nih.gov/pubmed/31010615)
prediction of injury risks and features among scooter riders through madymo reconstruction of a scooter-microvan accident: identifying the driver and passengers.,accident reconstruction forensic injury biomechanics injury risks scooter rider injury features scooter–microvan accident,prediction of injury risks and features among scooter riders through madymo reconstruction of a scooter-microvan accident: identifying the driver and passengers.,MODELING,"Zou D, Zhang X, Li Z, Sun J, Zhang J, Huang P, Ma K, Chen Y,",*Journal of forensic and legal medicine*,* [Prediction of injury risks and features among scooter riders through MADYMO reconstruction of a scooter-microvan accident: Identifying the driver and passengers.](https://www.ncbi.nlm.nih.gov/pubmed/31029002)
fascia is able to actively contract and may thereby influence musculoskeletal dynamics: a histochemical and mechanographic investigation.,connective tissue contractility contracture myofibroblasts stiffness,fascia is able to actively contract and may thereby influence musculoskeletal dynamics: a histochemical and mechanographic investigation.,MODELING,"Schleip R, Gabbiani G, Wilke J, Naylor I, Hinz B, Zorn A, Jäger H, Breul R, Schreiner S, Klingler W,",*Frontiers in physiology*,* [Fascia Is Able to Actively Contract and May Thereby Influence Musculoskeletal Dynamics: A Histochemical and Mechanographic Investigation.](https://www.ncbi.nlm.nih.gov/pubmed/31001134)
"two degrees of freedom, dynamic, hand-wrist emg-force using a minimum number of electrodes.",emg signal processing emg-force electromyogram,"two degrees of freedom, dynamic, hand-wrist emg-force using a minimum number of electrodes.",MODELING,"Dai C, Zhu Z, Martinez-Luna C, Hunt TR, Farrell TR, Clancy EA,",*Journal of electromyography and kinesiology : official journal of the International Society of Electrophysiological Kinesiology*,"* [Two degrees of freedom, dynamic, hand-wrist EMG-force using a minimum number of electrodes.](https://www.ncbi.nlm.nih.gov/pubmed/31009829)"
a screening method to analyse the sensitivity of a lower limb multibody kinematic model.,morris method sensitivity analysis biomechanics joint angles ligament constraints multibody kinematics optimisation,a screening method to analyse the sensitivity of a lower limb multibody kinematic model.,MODELING,"Jacquelin E, Brizard D, Dumas R,",*Computer methods in biomechanics and biomedical engineering*,* [A screening method to analyse the sensitivity of a lower limb multibody kinematic model.](https://www.ncbi.nlm.nih.gov/pubmed/30999767)
developing global spatial representations through across-boundary navigation.,,developing global spatial representations through across-boundary navigation.,MODELING,"Lei X, Mou W, Zhang L,","*Journal of experimental psychology. Learning, memory, and cognition*",* [Developing global spatial representations through across-boundary navigation.](https://www.ncbi.nlm.nih.gov/pubmed/31021116)
"the art of a hydraulic joint in a spider's leg: modelling, computational fluid dynamics (cfd) simulation, and bio-inspired design.",bio-inspired cfd hydraulic transmission spider tibia–metatarsus joint,"the art of a hydraulic joint in a spider's leg: modelling, computational fluid dynamics (cfd) simulation, and bio-inspired design.",MODELING,"Liu C, Chen S, Sheng C, Ding P, Qian Z, Ren L,","*Journal of comparative physiology. A, Neuroethology, sensory, neural, and behavioral physiology*","* [The art of a hydraulic joint in a spider's leg: modelling, computational fluid dynamics (CFD) simulation, and bio-inspired design.](https://www.ncbi.nlm.nih.gov/pubmed/31032530)"
a ctenophore (comb jelly) employs vortex rebound dynamics and outperforms other gelatinous swimmers.,bioengineering biomechanics jellyfish plankton propulsion vortex interactions,a ctenophore (comb jelly) employs vortex rebound dynamics and outperforms other gelatinous swimmers.,MODELING,"Gemmell BJ, Colin SP, Costello JH, Sutherland KR,",*Royal Society open science*,* [A ctenophore (comb jelly) employs vortex rebound dynamics and outperforms other gelatinous swimmers.](https://www.ncbi.nlm.nih.gov/pubmed/31032019)
computational modal analysis of a composite pelvic bone: convergence and validation studies.,modal analysis bone weight finite element pelvic bone sensitivity structural density,computational modal analysis of a composite pelvic bone: convergence and validation studies.,MODELING,"Henyš P, Čapek L,",*Computer methods in biomechanics and biomedical engineering*,* [Computational modal analysis of a composite pelvic bone: convergence and validation studies.](https://www.ncbi.nlm.nih.gov/pubmed/30999766)
activity budget and spatial distribution of bennett's wallabies (macropus rufogriseus) in open versus closed exhibit designs.,animal behavior exhibit design visitor effects,activity budget and spatial distribution of bennett's wallabies (macropus rufogriseus) in open versus closed exhibit designs.,MODELING,"Beaudin-Judd J, Weladji RB, Lazure L, Paré P,",*Zoo biology*,* [Activity budget and spatial distribution of Bennett's wallabies (Macropus rufogriseus) in open versus closed exhibit designs.](https://www.ncbi.nlm.nih.gov/pubmed/30997695)
understanding the foot's functional anatomy in physiological and pathological conditions: the calcaneopedal unit concept.,calcaneopedal unit foot biomechanics talocalcaneonavicular joint,understanding the foot's functional anatomy in physiological and pathological conditions: the calcaneopedal unit concept.,MODELING,"Ghanem I, Massaad A, Assi A, Rizkallah M, Bizdikian AJ, El Abiad R, Seringe R, Mosca V, Wicart P,",*Journal of children's orthopaedics*,* [Understanding the foot's functional anatomy in physiological and pathological conditions: the calcaneopedal unit concept.](https://www.ncbi.nlm.nih.gov/pubmed/30996737)
biomechanical loading during running: can a two mass-spring-damper model be used to evaluate ground reaction forces for high-intensity tasks?,grf modelling biomechanical demands model parameter optimisation training load monitoring whole-body loading,biomechanical loading during running: can a two mass-spring-damper model be used to evaluate ground reaction forces for high-intensity tasks?,MODELING,"Verheul J, Nedergaard NJ, Pogson M, Lisboa P, Gregson W, Vanrenterghem J, Robinson MA,",*Sports biomechanics*,* [Biomechanical loading during running: can a two mass-spring-damper model be used to evaluate ground reaction forces for high-intensity tasks?](https://www.ncbi.nlm.nih.gov/pubmed/31033415)
motion-based prediction of hands and feet contact efforts during asymmetric handling tasks.,,motion-based prediction of hands and feet contact efforts during asymmetric handling tasks.,MODELING,"Muller A, Pontonnier C, Dumont G,",*IEEE transactions on bio-medical engineering*,* [Motion-based prediction of hands and feet contact efforts during asymmetric handling tasks.](https://www.ncbi.nlm.nih.gov/pubmed/31021761)
development and validation of a geometrically personalized finite element model of the lower ligamentous cervical spine for clinical applications.,biomechanics cervical spine disc alteration finite element analysis personalized modeling,development and validation of a geometrically personalized finite element model of the lower ligamentous cervical spine for clinical applications.,MODELING,"Nikkhoo M, Cheng CH, Wang JL, Khoz Z, El-Rich M, Hebela N, Khalaf K,",*Computers in biology and medicine*,* [Development and validation of a geometrically personalized finite element model of the lower ligamentous cervical spine for clinical applications.](https://www.ncbi.nlm.nih.gov/pubmed/31035068)
