title,keywords,everything,topic,authors,journal,links
evaluating elbow osteoarthritis within the prehistoric tiwanaku state using generalized estimating equations (gee).,activity reconstruction bioarchaeology biomechanics degenerative joint disease generalized linear model statistics,evaluating elbow osteoarthritis within the prehistoric tiwanaku state using generalized estimating equations (gee).,JOINT/CARTILAGE,"Becker SK,",*American journal of physical anthropology*,* [Evaluating elbow osteoarthritis within the prehistoric Tiwanaku state using generalized estimating equations (GEE).](https://www.ncbi.nlm.nih.gov/pubmed/30821354)
the relationship between hip muscle strength and dynamic knee valgus in asymptomatic females: a systematic review.,biomechanics dynamic knee valgus dynamic lower extremity valgus hip strength,the relationship between hip muscle strength and dynamic knee valgus in asymptomatic females: a systematic review.,JOINT/CARTILAGE,"Dix J, Marsh S, Dingenen B, Malliaras P,",*Physical therapy in sport : official journal of the Association of Chartered Physiotherapists in Sports Medicine*,* [The relationship between hip muscle strength and dynamic knee valgus in asymptomatic females: A systematic review.](https://www.ncbi.nlm.nih.gov/pubmed/29859898)
correlations between patient-perceived outcome and objectively-measured biomechanical change following total knee replacement.,biomechanics gait analysis knee osteoarthritis patient reported outcome measures principal component analysis total knee replacement,correlations between patient-perceived outcome and objectively-measured biomechanical change following total knee replacement.,JOINT/CARTILAGE,"Biggs PR, Whatling GM, Wilson C, Holt CA,",*Gait & posture*,* [Correlations between patient-perceived outcome and objectively-measured biomechanical change following Total Knee Replacement.](https://www.ncbi.nlm.nih.gov/pubmed/30826689)
meniscal root tears.,,meniscal root tears.,JOINT/CARTILAGE,"Chahla J, LaPrade RF,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,* [Meniscal Root Tears.](https://www.ncbi.nlm.nih.gov/pubmed/31054709)
the contralateral knee may not be a valid control for biomechanical outcomes after unilateral total knee arthroplasty.,gait joint replacement kinematics kinetics osteoarthritis symmetry,the contralateral knee may not be a valid control for biomechanical outcomes after unilateral total knee arthroplasty.,JOINT/CARTILAGE,"Aljehani M, Madara K, Snyder-Mackler L, Christiansen C, Zeni JA,",*Gait & posture*,* [The contralateral knee may not be a valid control for biomechanical outcomes after unilateral total knee arthroplasty.](https://www.ncbi.nlm.nih.gov/pubmed/30878729)
computational evaluation of altered biomechanics related to articular cartilage lesions observed in vivo.,computed tomography finite element analysis injury knee joint osteoarthritis,computational evaluation of altered biomechanics related to articular cartilage lesions observed in vivo.,JOINT/CARTILAGE,"Myller KAH, Korhonen RK, Töyräs J, Salo J, Jurvelin JS, Venäläinen MS,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Computational evaluation of altered biomechanics related to articular cartilage lesions observed in vivo.](https://www.ncbi.nlm.nih.gov/pubmed/30839123)
ankle joint and rearfoot biomechanics during toe-in and toe-out walking in people with medial compartment knee osteoarthritis.,,ankle joint and rearfoot biomechanics during toe-in and toe-out walking in people with medial compartment knee osteoarthritis.,JOINT/CARTILAGE,"Charlton JM, Hatfield GL, Guenette JA, Hunt MA,","*PM & R : the journal of injury, function, and rehabilitation*",* [Ankle Joint and Rearfoot Biomechanics During Toe-In and Toe-Out Walking in People With Medial Compartment Knee Osteoarthritis.](https://www.ncbi.nlm.nih.gov/pubmed/30195708)
joint coordinate system for biomechanical analysis of the sacroiliac joint.,3d anatomical landmarks articular surface geometry computed tomography joint coordinate system kinematics sacroiliac joint,joint coordinate system for biomechanical analysis of the sacroiliac joint.,JOINT/CARTILAGE,"Van Hauwermeiren L, Verstraete M, Stouthandel MEJ, Van Oevelen A, De Gersem W, Delrue L, Achten E, Adriaens D, Van Hoof T,",*Journal of orthopaedic research : official publication of the Orthopaedic Research Society*,* [Joint coordinate system for biomechanical analysis of the sacroiliac joint.](https://www.ncbi.nlm.nih.gov/pubmed/30839121)
"author reply to ""regarding 'the superior glenohumeral joint capsule alone does not prevent superior translation of the humeral head: an in vitro biomechanical study'"".",,"author reply to ""regarding 'the superior glenohumeral joint capsule alone does not prevent superior translation of the humeral head: an in vitro biomechanical study'"".",JOINT/CARTILAGE,"Hu Q, Ding Z, Zhang H, He Y,",*Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association*,"* [Author Reply to ""Regarding 'The Superior Glenohumeral Joint Capsule Alone Does Not Prevent Superior Translation of the Humeral Head: An In Vitro Biomechanical Study'"".](https://www.ncbi.nlm.nih.gov/pubmed/31054708)"
whole-body and segment angular momentum during 90-degree turns.,angular momentum biomechanics dynamic balance gait locomotion turning,whole-body and segment angular momentum during 90-degree turns.,METHODS,"Nolasco LA, Silverman AK, Gates DH,",*Gait & posture*,* [Whole-body and segment angular momentum during 90-degree turns.](https://www.ncbi.nlm.nih.gov/pubmed/30776765)
breast mri and x-ray mammography registration using gradient values.,breast cancer mri multimodal registration x-ray mammography,breast mri and x-ray mammography registration using gradient values.,METHODS,"García E, Diez Y, Diaz O, Lladó X, Gubern-Mérida A, Martí R, Martí J, Oliver A,",*Medical image analysis*,* [Breast MRI and X-ray mammography registration using gradient values.](https://www.ncbi.nlm.nih.gov/pubmed/30836308)
diffusion tensor imaging: tool for tracking injured spinal cord fibres in rat.,balloon compression diffusion tensor imaging rat spinal cord injury tractography,diffusion tensor imaging: tool for tracking injured spinal cord fibres in rat.,METHODS,"Murgoci AN, Baciak L, Cubinkova V, Smolek T, Tvrdik T, Juranek I, Kafka J, Cizkova D,",*Neurochemical research*,* [Diffusion Tensor Imaging: Tool for Tracking Injured Spinal Cord Fibres in Rat.](https://www.ncbi.nlm.nih.gov/pubmed/31055738)
highly ordered 3d porous graphene sponge for wearable piezoresistive pressure sensor applications.,biomechanical systems graphene sensors synthesis design wearable electronics,highly ordered 3d porous graphene sponge for wearable piezoresistive pressure sensor applications.,METHODS,"Wang T, Li J, Zhang Y, Liu F, Zhang B, Wang Y, Jiang R, Zhang G, Sun R, Wong CP,","*Chemistry (Weinheim an der Bergstrasse, Germany)*",* [Highly Ordered 3D Porous Graphene Sponge for Wearable Piezoresistive Pressure Sensor Applications.](https://www.ncbi.nlm.nih.gov/pubmed/30847982)
systematic review and meta-analysis of the behavioral effects of methylphenidate in the spontaneously hypertensive rat model of attention-deficit/hyperactivity disorder.,adhd animal model meta-analysis methylphenidate predictive validity shr systematic review,systematic review and meta-analysis of the behavioral effects of methylphenidate in the spontaneously hypertensive rat model of attention-deficit/hyperactivity disorder.,METHODS,"Leffa DT, Panzenhagen AC, Salvi AA, Bau CHD, Pires GN, Torres ILS, Rohde LA, Rovaris DL, Grevet EH,",*Neuroscience and biobehavioral reviews*,* [Systematic review and meta-analysis of the behavioral effects of methylphenidate in the spontaneously hypertensive rat model of attention-deficit/hyperactivity disorder.](https://www.ncbi.nlm.nih.gov/pubmed/30826386)
tadalafil improves bladder dysfunction and object recognition in rats with pelvic venous congestion.,dopamine nitric oxide pelvic venous congestion tadalafil urinary frequency,tadalafil improves bladder dysfunction and object recognition in rats with pelvic venous congestion.,METHODS,"Nishijima S, Sugaya K, Kadekawa K, Ashitomi K, Ueda T, Yamamoto H,",*International journal of urology : official journal of the Japanese Urological Association*,* [Tadalafil improves bladder dysfunction and object recognition in rats with pelvic venous congestion.](https://www.ncbi.nlm.nih.gov/pubmed/30801851)
repeatability and accuracy of a foot muscle strength dynamometer.,clinical assessment foot muscles joint angle joint torque metatarsal phalangeal joint,repeatability and accuracy of a foot muscle strength dynamometer.,METHODS,"Garofolini A, Taylor S, McLaughlin P, Stokes R, Kusel M, Mickle KJ,",*Medical engineering & physics*,* [Repeatability and accuracy of a foot muscle strength dynamometer.](https://www.ncbi.nlm.nih.gov/pubmed/30857935)
oxidative stress resistance as a factor in aging: evidence from an extended longevity phenotype of drosophila melanogaster.,alcohol dehydrogenase antioxidant defense ethanol free radicals locomotor impairment selection,oxidative stress resistance as a factor in aging: evidence from an extended longevity phenotype of drosophila melanogaster.,METHODS,"Deepashree S, Niveditha S, Shivanandappa T, Ramesh SR,",*Biogerontology*,* [Oxidative stress resistance as a factor in aging: evidence from an extended longevity phenotype of Drosophila melanogaster.](https://www.ncbi.nlm.nih.gov/pubmed/31054025)
hemodynamically self-corrected δadc analysis in idiopathic normal pressure hydrocephalus.,,hemodynamically self-corrected δadc analysis in idiopathic normal pressure hydrocephalus.,METHODS,"Takatsuji-Nagaso M, Miyati T, Ohno N, Mase M, Kasai H, Shibamoto Y, Kobayashi S, Gabata T, Kitagawa K,",*The British journal of radiology*,* [Hemodynamically self-corrected ΔADC analysis in idiopathic normal pressure hydrocephalus.](https://www.ncbi.nlm.nih.gov/pubmed/30760003)
functional range of motion in the upper extremity and trunk joints: nine functional everyday tasks with inertial sensors.,activities of daily living functional range of motion inertial sensors kinematics of the upper extremity and trunk joints tasks and performance analysis,functional range of motion in the upper extremity and trunk joints: nine functional everyday tasks with inertial sensors.,METHODS,"Doğan M, Koçak M, Onursal Kılınç Ö, Ayvat F, Sütçü G, Ayvat E, Kılınç M, Ünver Ö, Aksu Yıldırım S,",*Gait & posture*,* [Functional range of motion in the upper extremity and trunk joints: Nine functional everyday tasks with inertial sensors.](https://www.ncbi.nlm.nih.gov/pubmed/30875600)
inferring user intent using bayesian theory of mind in shared avatar-agent virtual environments.,,inferring user intent using bayesian theory of mind in shared avatar-agent virtual environments.,METHODS,"Narang S, Best A, Manocha D,",*IEEE transactions on visualization and computer graphics*,* [Inferring User Intent using Bayesian Theory of Mind in Shared Avatar-Agent Virtual Environments.](https://www.ncbi.nlm.nih.gov/pubmed/30762558)
development and implementation of interventions managing work-related musculoskeletal disorders: inadequacy of prevalent research framework and future opportunities.,,development and implementation of interventions managing work-related musculoskeletal disorders: inadequacy of prevalent research framework and future opportunities.,METHODS,"Winkel J, Westgaard RH,","*Scandinavian journal of work, environment & health*",* [Development and implementation of interventions managing work-related musculoskeletal disorders: Inadequacy of prevalent research framework and future opportunities.](https://www.ncbi.nlm.nih.gov/pubmed/31041996)
"""dynamic knee valgus"" - are we measuring what we think we're measuring? an evaluation of static and functional knee calibration methods for application in gait and clinical screening tests of the overhead squat and hurdle step.",dynamic knee valgus injury screening kinematics knee biomechanics motion analysis,"""dynamic knee valgus"" - are we measuring what we think we're measuring? an evaluation of static and functional knee calibration methods for application in gait and clinical screening tests of the overhead squat and hurdle step.",METHODS,"Philp F, Leboeuf F, Pandyan A, Stewart C,",*Gait & posture*,"* [""Dynamic knee valgus"" - Are we measuring what we think we're measuring? An evaluation of static and functional knee calibration methods for application in gait and clinical screening tests of the overhead squat and hurdle step.](https://www.ncbi.nlm.nih.gov/pubmed/30925354)"
