id,topic,authors,title,journal,year,vol_issue,doi
796,CARDIO,"['Arregui-Dalmases C, Del Pozo E, Stacey S, Kindig M, Lessley D, Lopez-Valdes F, et al']","Pressure waves in the aorta during isolated abdominal belt loading: The magnitude, phasing, and attenuation",Proceedings of the Institution of Mechanical Engineers Part H-Journal of Engineering in Medicine,2011,225(H7):688-95,http://dx.doi.org/10.1177/0954411911400690
797,CARDIO,"['Akyildiz, AC', 'Hansen, HHG', 'Nieuwstadt, HA', 'Speelman, L', 'De Korte, CL', 'van der Steen, AFW', 'Gijsen, FJH']",A framework for local mechanical characterization of atherosclerotic plaques: combination of ultrasound displacement imaging and inverse finite element analysis,Annals Of Biomedical Engineering,2016,44:968-979,http://dx.doi.org/10.1007/s10439-015-1410-8
798,CARDIO,"['Akyildiz, AC', 'Speelman, L', 'Nieuwstadt, HA', 'van Brummelen, H', 'Virmani, R', 'van der Lugt, A', 'van der Steen, AFW', 'Wentzel, JJ', 'Gijsen, FJH']",The effects of plaque morphology and material properties on peak cap stress in human coronary arteries,Computer Methods In Biomechanics And Biomedical Engineering,2016,19:771-779,http://dx.doi.org/10.1080/10255842.2015.1062091
799,CARDIO,"['Wu, ZY', 'Yi, J', 'Xu, HM', 'Guo, W', 'Wang, LJ', 'Chen, DD', 'Xiong, J']",The significance of the angle between superior mesenteric artery and aorta in spontaneous isolated superior mesenteric artery dissection,Annals Of Vascular Surgery,2017,45:117-126,http://dx.doi.org/10.1016/j.avsg.2017.06.156
800,CARDIO,"['Gholipour, A', 'Ghayesh, MH', 'Zander, A', 'Mahajan, R']",Three-dimensional biomechanics of coronary arteries,International Journal Of Engineering Science,2018,130:93-114,http://dx.doi.org/10.1016/j.ijengsci.2018.03.002
801,CELLULAR,"['Vonderfecht T, Stemm-Wolf AJ, Hendershott M, Giddings TH, Meehl JB and Winey M']",The two domains of centrin have distinct basal body functions in tetrahymena,Molecular Biology of the Cell,2011,22(13):2221-34,http://dx.doi.org/10.1091/mbc.E11-02-0151
802,CELLULAR,"['Reuther MS, Wong VW, Briggs KK, Chang AA, Nguyen QT, Schumacher BL, et al']",Culture of human septal chondrocytes in a rotary bioreactor,Otolaryngology-Head and Neck Surgery;147(4):661-7. http://dx.doi.org/10.1177/01945998124480,,,
803,CELLULAR,"['Zhang SF, Jiang YZ, Zhang W, Chen LK, Tong T, Liu WL, et al']",Neonatal desensitization supports long-term survival and functional integration of human embryonic stem cell-derived mesenchymal stem cells in rat joint cartilage without immunosuppression,Stem Cells and Development;22(1):90-101. http://dx.doi.org/10.1089/scd,2012.011,2012,116
804,CELLULAR,"['Ye, T', 'Shi, HX', 'Nhan, PT', 'Lim, CT', 'Li, Y']",Relationship between transit time and mechanical properties of a cell through a stenosed microchannel,Soft Matter,2018,14:533-545,http://dx.doi.org/10.1039/c7sm01891f
805,CELLULAR,"['Stanley, GJ', 'Fassati, A', 'Hoogenboom, BW']",Biomechanics of the transport barrier in the nuclear pore complex,Seminars In Cell & Developmental Biology,2017,68:42-51,http://dx.doi.org/10.1016/j.semcdb.2017.05.007
806,CELLULAR,"['Gagnon, DA', 'Montenegro-Johnson, TD']",Thrifty swimming with shear-thinning: a note on out-of-plane effects for undulatory locomotion through shear-thinning fluids,Anziam Journal,2018,59:443-454,http://dx.doi.org/10.1017/S1446181118000032
807,CELLULAR,"['Prathivadhi-Bhayankaram, SV', 'Ning, JH', 'Mimlitz, M', 'Taylor, C', 'Gross, E', 'Nichols, M', 'Guck, J', 'Ekpenyong, AE']",Chemotherapy impedes in vitro microcirculation and promotes migration of leukemic cells with impact on metastasis,Biochemical And Biophysical Research Communications,2016,479:841-846,http://dx.doi.org/10.1016/j.bbrc.2016.09.121
808,CELLULAR,"['Zhang Y, Hu XF, Sun JL, Shen Y, Hu J, Xu XM, et al']",High-resolution imaging and nano-manipulation of biological structures on surface,Microscopy Research and Technique,2011,74(7):614-26,http://dx.doi.org/10.1002/jemt.20925
809,CELLULAR,['Mierke CT'],The integrin alphav beta3 increases cellular stiffness and cytoskeletal remodeling dynamics to facilitate cancer cell invasion,New Journal of Physics;15. http://dx.doi.org/10.1088/1367-2630/15/1/0150,,,
810,CELLULAR,"['Bondoc, KGV', 'Lembke, C', 'Vyverman, W', 'Pohnert, G']",Searching for a mate: pheromone-directed movement of the benthic diatom seminavis robusta,Microbial Ecology,2016,72:287-294,http://dx.doi.org/10.1007/s00248-016-0796-7
811,CELLULAR,"['Calcagni M, Chen FF, Hogger DC, Lindenblatt N, Keel M, Giovanoli P, et al']",Microvascular response to shock wave application in striated skin muscle,Journal of Surgical Research,2011,171(1):347-54,http://dx.doi.org/10.1016/j.jss.2009.12.011
812,CELLULAR,['Mandenius CF'],Biomechatronics for designing bioprocess monitoring and control systems: Application to stem cell production,Journal of Biotechnology;162(4):430-40. http://dx.doi.org/10.1016/j.jbiotec,2012.09.00,2012,9.001
813,CELLULAR,"['Afratis, NA', 'Karamanou, K', 'Piperigkou, Z', 'Vynios, DH', 'Theocharis, AD']",The role of heparins and nano-heparins as therapeutic tool in breast cancer,Glycoconjugate Journal,2017,34:299-307,http://dx.doi.org/10.1007/s10719-016-9742-7
814,CELLULAR,"['Praveen K, Wen Y and Matera AG']",A drosophila model of spinal muscular atrophy uncouples snrnp biogenesis functions of survival motor neuron from locomotion and viability defects,Cell Reports;1(6):624-31. http://dx.doi.org/10.1016/j.celrep,2012.05.01,2012,5.014
815,CELLULAR,"['Jin, L', 'Xu, QW', 'Kuddannaya, S', 'Li, C', 'Zhang, YL', 'Wang, ZL']",Fabrication and characterization of three-dimensional (3d) core-shell structure nanofibers designed for 3d dynamic cell culture,Acs Applied Materials & Interfaces,2017,9:17718-17726,http://dx.doi.org/10.1021/acsami.7b02126
816,CELLULAR,"['Bennet, D', 'Kim, S']",Evaluation of uv radiation-induced toxicity and biophysical changes in various skin cells with photo-shielding molecules,Analyst,2015,140:6343-6353,http://dx.doi.org/10.1039/c5an00979k
817,CELLULAR,"['Vesperini, D', 'Chaput, O', 'Munier, N', 'Maire, P', 'Edwards-Levy, F', 'Salsac, AV', 'Le Goff, A']",Deformability- and size-based microcapsule sorting,Medical Engineering & Physics,2017,48:68-74,http://dx.doi.org/10.1016/j.medengphy.2017.06.040
818,CELLULAR,"['Wu ZY, Yang XM, Cheng MJ, Zhang R, et al']",Dysregulated cell mechanical properties of endometrial stromal cells from endometriosis patients,International Journal of Clinical and Experimental Pathology,2014, 7(2): 648-655,
819,CELLULAR,"['Lodewyckx L, Cailotto F, Thysen S, Luyten FP and Lories RJ']",Tight regulation of wingless-type signaling in the articular cartilage - subchondral bone biomechanical unit: Transcriptomics in frzb-knockout mice,Arthritis Research & Therapy;14(1),,,
820,CELLULAR,"['Managuli, V', 'Roy, S']",Simultaneous analysis of elastic and nonspecific adhesive properties of thin sample and biological cell considering bottom substrate effect,Journal Of Biomechanical Engineering-Transactions Of The Asme,2017,139:00:00,http://dx.doi.org/10.1115/1.4037289
821,CELLULAR,"['Hoffecker IT, Guo WH and Wang YL']",Assessing the spatial resolution of cellular rigidity sensing using a micropatterned hydrogel-photoresist composite,Lab on a Chip,2011,11(20):3538-44,http://dx.doi.org/10.1039/c1lc20504h
822,CELLULAR,"['Zhang J, Zhang HY, Zhang M, Qiu ZY, Wu YP, Callaway DA, et al']",Connexin43 hemichannels mediate small molecule exchange between chondrocytes and matrix in biomechanically-stimulated temporomandibular joint cartilage,Osteoarthritis and Cartilage;22(6):822-30. http://dx.doi.org/10.1016/j.joca,2014.03.01,2014,3.017
823,CELLULAR,"['Walters, B', 'Uynuk-Ool, T', 'Rothdiener, M', 'Palm, J', 'Hart, ML', 'Stegemann, JP', 'Rolauffs, B']",Engineering the geometrical shape of mesenchymal stromal cells through defined cyclic stretch regimens,Scientific Reports,2017,7:00,http://dx.doi.org/10.1038/s41598-017-06794-9
824,CELLULAR,"['Wang, Y', 'Wang, AL', 'Zhang, M', 'Zeng, HL', 'Lu, Y', 'Liu, L', 'Li, JJ', 'Deng, LH']",Artesunate attenuates airway resistance in vivo and relaxes airway smooth muscle cells in vitro via bitter taste receptor-dependent calcium signalling,Experimental Physiology,2019,104:231-243,http://dx.doi.org/10.1113/EP086824
825,CELLULAR,"['Tosun, S', 'Fried, S', 'Niggemann, B', 'Zanker, KS', 'Dittmar, T']",Hybrid cells derived from human breast cancer cells and human breast epithelial cells exhibit differential tlr4 and tlr9 signaling,International Journal Of Molecular Sciences,2016,17:00,http://dx.doi.org/10.3390/ijms17050726
826,CELLULAR,"['Okuda, S', 'Inoue, Y', 'Eiraku, M', 'Adachi, T', 'Sasai, Y']",Modeling cell apoptosis for simulating three-dimensional multicellular morphogenesis based on a reversible network reconnection framework,Biomechanics And Modeling In Mechanobiology,2016,15:805-816,http://dx.doi.org/10.1007/s10237-015-0724-7
827,CELLULAR,"['Hu, BH', 'Leow, WR', 'Cai, PQ', 'Li, YQ', 'Wu, YL', 'Chen, XD']",Nanomechanical force mapping of restricted cell-to-cell collisions oscillating between contraction and relaxation,Acs Nano,2017,11:12302-12310,http://dx.doi.org/10.1021/acsnano.7b06063
828,CELLULAR,"['Managuli, V', 'Roy, S']",Influencing factors in atomic force microscopy based mechanical characterization of biological cells,Experimental Techniques,2017,41:673-687,http://dx.doi.org/10.1007/s40799-017-0199-9
829,CELLULAR,"['Smeets, B', 'Alert, R', 'Pesek, J', 'Pagonabarraga, I', 'Ramon, H', 'Vincent, R']",Emergent structures and dynamics of cell colonies by contact inhibition of locomotion,Proceedings Of The National Academy Of Sciences Of The United States Of America,2016,113:14621-14626,http://dx.doi.org/10.1073/pnas.1521151113
830,CELLULAR,"['Lin, SM', 'Hapach, LA', 'Reinhart-King, C', 'Gu, LX']",Towards tuning the mechanical properties of three-dimensional collagen scaffolds using a coupled fiber-matrix model,Materials,2015,8:5376-5384,http://dx.doi.org/10.3390/ma8085254
831,CELLULAR,"['Wang, LP', 'Dong, JH', 'Xian, CJ']",Strain amplification analysis of an osteocyte under static and cyclic loading: a finite element study,Biomed Research International,2015,NaN,http://dx.doi.org/10.1155/2015/376474
832,CELLULAR,"['Copos, CA', 'Walcott, S', 'del Alamo, JC', 'Bastounis, E', 'Mogilner, A', 'Guyl, RD']",Mechanosensitive adhesion explains stepping motility in amoeboid cells,Biophysical Journal,2017,112:2672-2682,http://dx.doi.org/10.1016/j.bpj.2017.04.033
833,CELLULAR,"['Chen, WJ', 'Brandes, Z', 'Roy, R', 'Chekmareva, M', 'Pandya, HJ', 'Desai, JP', 'Foran, DJ']",Robot-guided atomic force microscopy for mechano-visual phenotyping of cancer specimens,Microscopy And Microanalysis,2015,21:1224-1235,http://dx.doi.org/10.1017/S1431927615015007
834,CELLULAR,"['Marco, A', 'Abella, E', 'Martins, S', 'Lopez, O', 'Patino-Martinez, J']",Female nesting behaviour affects hatchling survival and sex ratio in the loggerhead sea turtle: implications for conservation programmes,Ethology Ecology & Evolution,2018,30:141-155,http://dx.doi.org/10.1080/03949370.2017.1330291
835,CELLULAR,"['Spyratou, E', 'Cunaj, E', 'Tsigaridas, G', 'Mourelatou, EA', 'Demetzos, C', 'Serafetinides, AA', 'Makropoulou, M']",Measurements of liposome biomechanical properties by combining line optical tweezers and dielectrophoresis,Journal Of Liposome Research,2015,25:202-210,http://dx.doi.org/10.3109/08982104.2014.987784
836,CELLULAR,"['Kozlova, E', 'Chernysh, A', 'Manchenko, E', 'Sergunova, V', 'Moroz, V']",Nonlinear biomechanical characteristics of deep deformation of native rbc membranes in normal state and under modifier action,Scanning,2018,NaN,http://dx.doi.org/10.1155/2018/1810585
837,CELLULAR,"['Aredia, F', 'Carpignano, F', 'Surdo, S', 'Barillaro, G', 'Mazzini, G', 'Scovassi, AI', 'Merlo, S']",An innovative cell microincubator for drug discovery based on 3d silicon structures,Journal Of Nanomaterials,2016,NaN,http://dx.doi.org/10.1155/2016/8236539
838,CELLULAR,"['Xue, XF', 'Sun, YB', 'Resto-Irizarry, AM', 'Yuan, Y', 'Yong, KMA', 'Zheng, Y', 'Weng, SN', 'Shao, Y', 'Chai, YM', 'Studer, L', 'Fu, JP']",Mechanics-guided embryonic patterning of neuroectoderm tissue from human pluripotent stem cells,Nature Materials,2018,17:633-43,http://dx.doi.org/10.1038/s41563-018-0082-9
839,CELLULAR,"['Zhang YP, Zhang W, Wang SQ, Wang CX, Xie JJ, Chen XY, et al']",Detection of erythrocytes in patients with multiple myeloma using atomic force microscopy,Scanning;34(5):295-301. http://dx.doi.org/10.1002/sca.210,,,
840,CELLULAR,"['Li, M', 'Liu, LQ', 'Xi, N', 'Wang, YC', 'Xiao, XB', 'Zhang, WJ']",Effects of temperature and cellular interactions on the mechanics and morphology of human cancer cells investigated by atomic force microscopy,Science China-Life Sciences,2015,58:889-901,http://dx.doi.org/10.1007/s11427-015-4914-4
841,CELLULAR,"['Peiris, TH', 'Ramirez, D', 'Barghouth, PG', 'Oviedo, NJ']",The akt signaling pathway is required for tissue maintenance and regeneration in planarians,Bmc Developmental Biology,2016,16:00,http://dx.doi.org/10.1186/s12861-016-0107-z
842,CELLULAR,"['Poirier CC, Ng WP, Robinson DN and Iglesias PA']",Deconvolution of the cellular force-generating subsystems that govern cytokinesis furrow ingression,Plos Computational Biology,2012,8(4),http://dx.doi.org/10.1371/journal.pcbi.1002467
843,CELLULAR,"['Sahu, S', 'Zhang, ZH', 'Li, R', 'Hu, JK', 'Shen, HF', 'Loers, G', 'Shen, YQ', 'Schachner, M']",A small organic compound mimicking the l1 cell adhesion molecule promotes functional recovery after spinal cord injury in zebrafish,Molecular Neurobiology,2018,55:859-878,http://dx.doi.org/10.1007/s12035-016-0254-z
844,CELLULAR,"['Stroka KM, Vaitkus JA and Aranda-Espinoza H']","Endothelial cells undergo morphological, biomechanical, and dynamic changes in response to tumor necrosis factor-alpha",European Biophysics Journal with Biophysics Letters;41(11):939-47. http://dx.doi.org/10.1007/s00249-012-0851,,,
845,CELLULAR,"['Ptashnyk, M', 'Seguin, B']",Homogenization of a system of elastic and reaction-diffusion equations modelling plant cell wall biomechanics,Esaim-Mathematical Modelling And Numerical Analysis-Modelisation Mathematique Et Analyse Numerique,2016,50:593-631,http://dx.doi.org/10.1051/m2an/2015073
846,CELLULAR,"['Guimaraes, E', 'Machado, R', 'Fonseca, MD', 'Franca, A', 'Carvalho, C', 'Silva, ACAE', 'Almeida, B', 'Cassini, P', 'Hissa, B', 'Drumond, L', 'Goncalves, C', 'Fernandes, G', 'De Brot, M', 'Moraes, M', 'Barcelos, L', 'Ortega, JM', 'Oliveira, A', 'Leite, MF']","Inositol 1, 4, 5-trisphosphate-dependent nuclear calcium signals regulate angiogenesis and cell motility in triple negative breast cancer",Plos One,2017,12:00,http://dx.doi.org/10.1371/journal.pone.0175041
847,CELLULAR,"['Medina-Luna, D', 'Santamaria-Olmedo, MG', 'Zamudio-Cuevas, Y', 'Martinez-Flores, K', 'Fernandez-Torres, J', 'Martinez-Nava, GA', 'Clavijo-Cornejo, D', 'Hernandez-Diaz, C', 'Olivos-Meza, A', 'Gomez-Quiroz, LE', 'Gutierrez-Ruiz, MC', 'Pineda, C', 'Blanco, F', 'Reginato, AM', 'Lopez-Reyes, A']",Hyperlipidemic microenvironment conditionates damage mechanisms in human chondrocytes by oxidative stress,Lipids In Health And Disease,2017,16:00,http://dx.doi.org/10.1186/s12944-017-0510-x
848,CELLULAR,"['Chaturvedi, V', 'Fournier-Level, A', 'Cooper, HM', 'Murray, MJ']",Loss of neogenin1 in human colorectal carcinoma cells causes a partial emt and wound-healing response,Scientific Reports,2019,9:00,http://dx.doi.org/10.1038/s41598-019-40886-y
849,CELLULAR,"['Dvir, L', 'Nissim, R', 'Alvarez-Elizondo, MB', 'Weihs, D']",Quantitative measures to reveal coordinated cytoskeleton-nucleus reorganization during in vitro invasion of cancer cells,New Journal Of Physics,2015,17:00,http://dx.doi.org/10.1088/1367-2630/17/4/043010
850,CELLULAR,"['Liu, J', 'Bi, X', 'Chen, T', 'Zhang, Q', 'Wang, SX', 'Chiu, JJ', 'Liu, GS', 'Zhang, Y', 'Bu, P', 'Jiang, F']",Shear stress regulates endothelial cell autophagy via redox regulation and sirt1 expression,Cell Death & Disease,2015,6:00,http://dx.doi.org/10.1038/cddis.2015.193
851,CELLULAR,"['Jiang, XF', 'Lu, CJ', 'Tang, MJ', 'Yang, ZB', 'Jia, WJ', 'Ma, YB', 'Jia, PP', 'Pei, DS', 'Wang, HB']",Nanotoxicity of silver nanoparticles on hek293t cells: a combined study using biomechanical and biological techniques,Acs Omega,2018,3:6770-6778,http://dx.doi.org/10.1021/acsomega.8b00608
852,CELLULAR,"['Gasparski, AN', 'Ozarkar, S', 'Beningo, KA']",Transient mechanical strain promotes the maturation of invadopodia and enhances cancer cell invasion in vitro,Journal Of Cell Science,2017,130:1965-1978,http://dx.doi.org/10.1242/jcs.199760
853,CELLULAR,"['Umemura, K', 'Sadoya, Y', 'Nagao, K', 'Oikawa, R', 'Hanada, Y', 'Sugioka, K', 'Mayama, S']",Single cell analysis using a glass microchamber for studying movement fluctuations of navicula pavillardii and seminavis robusta diatom cells,Micron,2015,77:41-43,http://dx.doi.org/10.1016/j.micron.2015.05.005
854,CELLULAR,"['Xu, X', 'Li, ZY', 'Cai, LY', 'Calve, S', 'Neu, CP']",Mapping the nonreciprocal micromechanics of individual cells and the surrounding matrix within living tissues,Scientific Reports,2016,6:00,http://dx.doi.org/10.1038/srep24272
855,CELLULAR,"['Jin, JJ', 'Dong, Y', 'Wang, Y', 'Xia, L', 'Gu, WH', 'Bai, X', 'Chang, YA', 'Zhang, MY', 'Chen, K', 'Li, J', 'Zhao, LN', 'Xing, GM']",Fullerenol nanoparticles with structural activity induce variable intracellular actin filament morphologies,Journal Of Biomedical Nanotechnology,2016,12:1234-1244,http://dx.doi.org/10.1166/jbn.2016.2251
856,CELLULAR,"['Li, YJ', 'Zhao, BL', 'Lv, HZ', 'Qin, ZG', 'Luo, M']",Acellular allogeneic nerve grafting combined with bone marrow mesenchymal stem cell transplantation for the repair of long-segment sciatic nerve defects: biomechanics and validation of mathematical models,Neural Regeneration Research,2016,11:1322-1326,http://dx.doi.org/10.4103/1673-5374.189198
857,CELLULAR,"['Quinlan AMT, Sierad LN, Capulli AK, Firstenberg LE and Billiar KL']",Combining dynamic stretch and tunable stiffness to probe cell mechanobiology in vitro,Plos One,2011,6(8),http://dx.doi.org/e2327210.1371/journal.pone.0023272
858,CELLULAR,"['Dowling EP, Ronan W, Ofek G, Deshpande VS, McMeeking RM, Athanasiou KA, et al']",The effect of remodelling and contractility of the actin cytoskeleton on the shear resistance of single cells: A computational and experimental investigation,Journal of the Royal Society Interface;9(77):3469-79. http://dx.doi.org/10.1098/rsif,2012.042,2012,428
