number,topic,authors,title,journal,year,vol_issue,doi
980,SPORT/EXERCISE,"['Shih, HT', 'Teng, HL', 'Gray, C', 'Poggemiller, M', 'Tracy, I', 'Lee, SP']",Four weeks of training with simple postural instructions changes trunk posture and foot strike pattern in recreational runners,Physical Therapy In Sport,2019,35:89-96,http://dx.doi.org/10.1016/j.ptsp.2018.11.005
981,SPORT/EXERCISE,"['Masumoto, K', 'Galor, K', 'Craig-Jones, A', 'Mercer, JA']",Influences of direction of locomotion and body weight support on metabolic costs during running,Medicine And Science In Sports And Exercise,2018,50:46-46,
982,SPORT/EXERCISE,"['Pollard, CD', 'Ter Har, J', 'Hannigan, JJ', 'Norcross, MF']",The influence of maximal running shoes on biomechanics prior to and following a 5k run,Medicine And Science In Sports And Exercise,2018,50:631-631,
983,SPORT/EXERCISE,"['Zhao, XX', 'Li, SD']",A biomechanical analysis of lower limb movement on the backcourt forehand clear stroke among badminton players of different levels,Applied Bionics And Biomechanics,2019,NaN:,http://dx.doi.org/10.1155/2019/7048345
984,SPORT/EXERCISE,"['Sinclair, J', 'Stainton, P', 'Hobbs, SJ']",Effects of barefoot and minimally shod footwear on effective mass - implications for transient musculoskeletal loading,Kinesiology,2018,50:165-171,http://dx.doi.org/10.26582/k.50.2.1
985,SPORT/EXERCISE,"['Sayer, TA', 'Hinman, RS', 'Paterson, KL', 'Bennell, KL', 'Fortin, K', 'Timmi, A', 'Pivonka, P', 'Bryant, AL']",Differences in hip and knee landing moments across female pubertal development,Medicine And Science In Sports And Exercise,2019,51:123-131,http://dx.doi.org/10.1249/MSS.0000000000001753
986,SPORT/EXERCISE,"['Nugent, F', 'Comyns, T', 'Nevil, A', 'Warrington, GD']","The effects of low-volume, high-intensity training on performance parameters in competitive youth swimmers",International Journal Of Sports Physiology And Performance,2019,14:203-208,http://dx.doi.org/10.1123/ijspp.2018-0110
987,SPORT/EXERCISE,"['Bolger, LE', 'Bolger, LA', ""O'Neill, C"", 'Coughlan, E', ""O'Brien, W"", 'Lacey, S', 'Burns, C']",Accuracy of children's perceived skill competence and its association with physical activity,Journal Of Physical Activity & Health,2019,16:29-36,http://dx.doi.org/10.1123/jpah.2017-0371
988,SPORT/EXERCISE,"['Pan, CY', 'Tsai, CL', 'Chu, CH', 'Sung, MC', 'Huang, CY', 'Ma, WY']",Effects of physical exercise intervention on motor skills and executive functions in children with adhd: a pilot study,Journal Of Attention Disorders,2019,23:384-397,http://dx.doi.org/10.1177/1087054715569282
989,SPORT/EXERCISE,"['Dar, G', 'Mei-Dan, E']",Immediate effect of infrapatellar strap on pain and jump height in patellar tendinopathy among young athletes,Prosthetics And Orthotics International,2019,43:21-27,http://dx.doi.org/10.1177/0309364618791619
990,SPORT/EXERCISE,"['Arslan, S', 'Ertat, KA', 'Karamizrak, SO', 'Islegen, C', 'Arslan, T']",Soccer match induced fatigue effect on landing biomechanic and neuromuscular performance,Acta Medica Mediterranea,2019,35:391-397,http://dx.doi.org/10.19193/0393-6384_2019_1_64
991,SPORT/EXERCISE,"['Clark, N', 'Forshey, T', 'Mulligan, I', 'Kindel, C']",Knee mechanics during a change of direction movement in division i athletes following full return to sport from anterior cruciate ligament reconstruction,Physical Therapy In Sport,2019,35:75-78,http://dx.doi.org/10.1016/j.ptsp.2018.11.008
992,SPORT/EXERCISE,"['Sinclair, J', 'Taylor, PJ']",Effects of a prophylactic knee sleeve on anterior cruciate ligament loading during sport-specific movements,Journal Of Sport Rehabilitation,2019,28:1-7,http://dx.doi.org/10.1123/jsr.2017-0079
993,SPORT/EXERCISE,"['Willadsen, EM', 'Zahn, AB', 'Durall, CJ']",What is the most effective training approach for preventing noncontact acl injuries in high school-aged female athletes?,Journal Of Sport Rehabilitation,2019,28:94-98,http://dx.doi.org/10.1123/jsr.2017-0055
994,SPORT/EXERCISE,"['Alanazi, A', 'Mitchell, K', 'Roddey, T', 'Ortiz, A']",Biomechanical evaluation of landing maneuvers in soccer players with an anterior cruciate ligament reconstruction,Medicine And Science In Sports And Exercise,2018,50:40-40,
995,SPORT/EXERCISE,"['Burland, JP', 'Lepley, LK', 'DiStefano, LJ', 'Davi, SM', 'Lepley, AS']",Fear of reinjury is associated with knee biomechanics during single limb landing after acl reconstruction,Medicine And Science In Sports And Exercise,2018,50:253-253,
996,SPORT/EXERCISE,"['Holt, E', 'Nguyen, AD', 'Bell, DR', 'Trigsted, SM']",Influence of lower extremity muscle activation on altered landing biomechanics in acl reconstructed individuals,Medicine And Science In Sports And Exercise,2018,50:253-253,
997,SPORT/EXERCISE,"['Slater, LV', 'Blemker, S', 'Hertel, J', 'Saliba, S', 'Weltman, A', 'Hart, J']",Biomechanical adaptations after exercise in healthy and acl reconstructed individuals,Medicine And Science In Sports And Exercise,2018,50:253-253,
998,SPORT/EXERCISE,"['DeVita, JJ', 'Kremenic, IJ', 'Orishimo, KF', 'McHugh, MP']",Reliability and validity of a wireless inertial sensor for assessing vertical jump biomechanics,Medicine And Science In Sports And Exercise,2018,50:435-435,
999,SPORT/EXERCISE,"['Athanaze, G', 'Roe, C', 'Price, S', 'Reed, H', 'Schilling, J', 'Noehren, B']",The relationship between 2d and 3d biomechanics data in a single leg hurdle task,Medicine And Science In Sports And Exercise,2018,50:438-438,
1000,SPORT/EXERCISE,"['Zanuso, S', 'Fedele, G', 'Folland, J', 'Black, M', 'Senni, S', 'Ethan, HE', 'Benvenuti, P', 'Cuzzolin, F']",Biomechanical and physiological differences between two rowing ergometers,Medicine And Science In Sports And Exercise,2018,50:443-443,
1001,SPORT/EXERCISE,"['Son, SJ', 'Bruening, D', 'Feland, B', 'Seeley, M', 'Hopkins, T']",Biomechanical risk factors for recurrent ankle sprains during landing/cutting in ankle instability patients: 6-month follow-up,Medicine And Science In Sports And Exercise,2018,50:759-760,
1002,SPORT/EXERCISE,"['Azevedo, AM', 'Oliveira, R', 'Vaz, JR', 'Cortes, N']",The biomechanical pattern of multidirectional single-leg landing in professional dancers and non-dancers,Medicine And Science In Sports And Exercise,2018,50:760-760,
1003,SPORT/EXERCISE,"['Hureau, TJ', 'Weavil, JC', 'Thurston, TS', 'Wan, HY', 'Gifford, JR', 'Jessop, JE', 'Buys, MJ', 'Richardson, RS', 'Amann, M']",Muscle afferent blockade improves endurance exercise performance when o-2 transport to locomotor muscles is pre-served,Medicine And Science In Sports And Exercise,2018,50:849-849,
1004,SPORT/EXERCISE,"['Supej, M', 'Nedergaard, NJ', 'Nord, J', 'Holmberg, HC']","The impact of start strategy on start performance in alpine skiing exists on flat, but not on steep inclines",Journal Of Sports Sciences,2019,37:647-655,http://dx.doi.org/10.1080/02640414.2018.1522698
1005,TENDON/LIGAMENT,"['Eriksen, CS', 'Svensson, RB', 'Gylling, AT', 'Couppe, C', 'Magnusson, SP', 'Kjaer, M']",Load magnitude affects patellar tendon mechanical properties but not collagen or collagen cross-linking after long-term strength training in older adults,Bmc Geriatrics,2019,19:00,http://dx.doi.org/10.1186/s12877-019-1043-0
1006,TENDON/LIGAMENT,"['Schuttler, KF', 'Scharm, A', 'Stein, T', 'Heyse, TJ', 'Lohoff, M', 'Sommer, F', 'Spiess-Naumann, A', 'Efe, T']",Biomechanical and microbiological effects of local vancomycin in anterior cruciate ligament (acl) reconstruction: a porcine tendon model,Archives Of Orthopaedic And Trauma Surgery,2019,139:73-78,http://dx.doi.org/10.1007/s00402-018-3006-x
1007,TENDON/LIGAMENT,"['Kizilkaya, V', 'Uruc, V', 'Levnet, A', 'Kanat, O', 'Yildizgoren, MT', 'Dogramaci, Y', 'Kalaci, A']",Effectiveness of ozone therapy on tendon healing: an experimental study in generated achilles tendon injury model in rats,Journal Of Hard Tissue Biology,2018,27:309-314,http://dx.doi.org/10.2485/jhtb.27.309
1008,TISSUE/BIOMATERIAL,"['Liu, Q', 'Yu, YX', 'Reisdorf, RL', 'Qi, J', 'Lu, CK', 'Berglund, LJ', 'Amadio, PC', 'Moran, SL', 'Steinmann, SP', 'An, KN', 'Gingery, A', 'Zhao, CF']",Engineered tendon-fibrocartilage-bone composite and bone marrow-derived mesenchymal stem cell sheet augmentation promotes rotator cuff healing in a non-weight-bearing canine model,Biomaterials,2019,192:189-198,http://dx.doi.org/10.1016/j.biomaterials.2018.10.037
1009,TISSUE/BIOMATERIAL,"['Piao, CD', 'Li, ZW', 'Ding, J', 'Qin, ZG']",Biomechanical analysis of poly lactic-co-glycolic acid catheter combined with bone marrow mesenchymal stem cells and extracellular matrix transplantation for long sciatic nerve defect repair,Journal Of Hard Tissue Biology,2018,27:327-332,http://dx.doi.org/10.2485/jhtb.27.327
1010,TISSUE/BIOMATERIAL,"['Kim, HY', 'Jung, SY', 'Lee, SJ', 'Lee, HJ', 'Truong, MD', 'Kim, HS']",Fabrication and characterization of 3d-printed elastic auricular scaffolds: a pilot study,Laryngoscope,2019,129:351-357,http://dx.doi.org/10.1002/lary.27344
1011,TISSUE/BIOMATERIAL,"['Garcia, JMS', 'Panitch, A', 'Calve, S']",Functionalization of hyaluronic acid hydrogels with ecm-derived peptides to control myoblast behavior,Acta Biomaterialia,2019,84:169-179,http://dx.doi.org/10.1016/j.actbio.2018.11.030
1012,TISSUE/BIOMATERIAL,"['Rotbaum, Y', 'Puiu, C', 'Rittel, D', 'Domingos, M']",Quasi-static and dynamic in vitro mechanical response of 3d printed scaffolds with tailored pore size and architectures,Materials Science & Engineering C-Materials For Biological Applications,2019,96:176-182,http://dx.doi.org/10.1016/j.msec.2018.11.019
1013,TISSUE/BIOMATERIAL,"['Abdulghani, S', 'Morouco, PG']",Biofabrication for osteochondral tissue regeneration: bioink printability requirements,Journal Of Materials Science-Materials In Medicine,2019,30:00:00,http://dx.doi.org/10.1007/s10856-019-6218-x
1014,TISSUE/BIOMATERIAL,"['Shimomura, K', 'Rothrauff, BB', 'Hart, DA', 'Hamamoto, S', 'Kobayashi, M', 'Yoshikawa, H', 'Tuan, RS', 'Nakamura, N']",Enhanced repair of meniscal hoop structure injuries using an aligned electrospun nanofibrous scaffold combined with a mesenchymal stem cell-derived tissue engineered construct,Biomaterials,2019,192:346-354,http://dx.doi.org/10.1016/j.biomaterials.2018.11.009
1015,TISSUE/BIOMATERIAL,"['Xu, CC', 'Li, DT', 'Mau, T', 'McPherson, E', 'Du, M', 'Zhang, S']",Paired versus two-group experimental design for rheological studies of vocal fold tissues,Journal Of Biomechanics,2019,83:150-156,http://dx.doi.org/10.1016/j.jbiomech.2018.11.040
1016,TISSUE/BIOMATERIAL,"['Zhang, XY', 'Fang, G', 'Leeflang, S', 'Zadpoor, AA', 'Zhou, J']","Topological design, permeability and mechanical behavior of additively manufactured functionally graded porous metallic biomaterials",Acta Biomaterialia,2019,84:437-452,http://dx.doi.org/10.1016/j.actbio.2018.12.013
1017,TISSUE/BIOMATERIAL,"['Rhee, J', 'Shafiq, M', 'Kim, D', 'Jung, Y', 'Kim, SH']",Covalent immobilization of epcs-affinity peptide on poly(l-lactide-co-epsilon-caprolactone) copolymers to enhance epcs adhesion and retention for tissue engineering applications,Macromolecular Research,2019,27:61-72,http://dx.doi.org/10.1007/s13233-019-7003-x
1018,TRAUMA/IMPACT TESTING,"['Buckley, TA', 'Oldham, JR', 'Watson, DJ', 'Murray, NG', 'Munkasy, BA', 'Evans, KM']",Repetitive head impacts in football do not impair dynamic postural control,Medicine And Science In Sports And Exercise,2019,51:132-140,http://dx.doi.org/10.1249/MSS.0000000000001761
1019,VETERINARY/AGRICULTURAL,"['McGlinchey, L', 'Hanson, RR', 'Boone, LH', 'Rosanowski, SM', 'Coleridge, M', 'Souza, C', 'Munsterman, AS']",Bursting strength of surgeon's and self-locking knots for closure of ventral midline celiotomy in horses,Veterinary Surgery,2018,47:1080-1086,http://dx.doi.org/10.1111/vsu.12957
1020,VETERINARY/AGRICULTURAL,"['Kitshoff, AM', 'Louwagie, J', 'Or, M', 'Devriendt, N', 'Dehuisser, V', 'Koenraadt, A', 'Vandenabeele, S', 'Sys, SU', 'de Rooster, H']",Biomechanical properties of celiotomy wounds closed with tape and cyanoacrylate versus intradermal sutures,Veterinary Surgery,2018,47:1087-1093,http://dx.doi.org/10.1111/vsu.12966
1021,VETERINARY/AGRICULTURAL,"['Downey, ARJ', 'Yan, J', 'Zellner, EM', 'Kraus, KH', 'Rivero, IV', 'Laflamme, S']",Use of flexible sensor to characterize biomechanics of canine skin,Bmc Veterinary Research,2019,15:00,http://dx.doi.org/10.1186/s12917-018-1755-y
1022,VISUAL/VESTIBULAR/EYE,"['Li, GR', 'Lee, C', 'Agrahari, V', 'Wang, K', 'Navarro, I', 'Sherwood, JM', 'Crews, K', 'Farsiu, S', 'Gonzalez, P', 'Lin, CW', 'Mitra, AK', 'Ethier, CR', 'Stamer, WD']",In vivo measurement of trabecular meshwork stiffness in a corticosteroid-induced ocular hypertensive mouse model,Proceedings Of The National Academy Of Sciences Of The United States Of America,2019,116:1714-1722,http://dx.doi.org/10.1073/pnas.1814889116
1023,VISUAL/VESTIBULAR/EYE,"['Shajari, M', 'Kolb, CM', 'Agha, B', 'Steinwender, G', 'Muller, M', 'Herrmann, E', 'Schmack, I', 'Mayer, WJ', 'Kohnen, T']",Comparison of standard and accelerated corneal cross-linking for the treatment of keratoconus: a meta-analysis,Acta Ophthalmologica,2019,97:69-5050-6951-53,http://dx.doi.org/10.1111/aos.13814
1024,VISUAL/VESTIBULAR/EYE,"['Wollensak, G', 'Sporl, E', 'Herbst, H']",Biomechanical efficacy of contact lens-assisted collagen cross-linking in porcine eyes,Acta Ophthalmologica,2019,97:69-5652-6957-48,http://dx.doi.org/10.1111/aos.13828
1025,VISUAL/VESTIBULAR/EYE,"['Kirgiz, A', 'Cabuk, KS', 'Yetmis, M', 'Atalay, K']",Corneal biomechanical properties in patients with hashimoto's thyroiditis,Advances In Clinical And Experimental Medicine,2019,28:109-112,http://dx.doi.org/10.17219/acem/85039
1026,WHEELCHAIR,"['Odle, B', 'Reinbolt, J', 'Forrest, G', 'Dyson-Hudson, T']",Construction and evaluation of a model for wheelchair propulsion in an individual with tetraplegia,Medical & Biological Engineering & Computing,2019,57:519-532,http://dx.doi.org/10.1007/s11517-018-1895-z
1027,WHEELCHAIR,"['Veeger, TTJ', 'de Witte, AMH', 'Berger, MAM', 'van der Slikke, RMA', 'Veeger, D', 'Hoozemans, MJM']",Improving mobility performance in wheelchair basketball,Journal Of Sport Rehabilitation,2019,28:59-66,http://dx.doi.org/10.1123/jsr.2017-0142
1028,BONE,"['Limirio, PHJO', 'Soares, PBF', 'Emi, ETP', 'Lopes, CDA', 'Rocha, FS', 'Batista, JD', 'Rabelo, GD', 'Dechichi, P']",Ionizing radiation and bone quality: time-dependent effects,Radiation Oncology,2019,14:00,http://dx.doi.org/10.1186/s13014-019-1219-y
1029,BONE,"['Montano, CJ', 'de Campos, TPR']","Radioactive cement of pmma and hap-sm-153, ho-166, or re-188 for bone metastasis treatment",Acta Ortopedica Brasileira,2019,27:64-68,http://dx.doi.org/10.1590/1413-785220192701190288
1030,BONE,"['Tretto, PHW', 'Fabris, V', 'Cericato, GO', 'Sarkis-Onofre, R', 'Bacchi, A']",Does the instrument used for the implant site preparation influence the bone implant interface? a systematic review of clinical and animal studies,International Journal Of Oral And Maxillofacial Surgery,2019,48:97-107,http://dx.doi.org/10.1016/j.ijom.2018.04.005
1031,BONE,"['Jia, TT', 'Wang, YN', 'Zhang, DJ', 'Xu, X']","1 alpha,25-dihydroxyvitamin d-3 promotes osseointegration of titanium implant via downregulating ages/rage pathway in t2dm",Endocrine Connections,2018,7:1186-1195,http://dx.doi.org/10.1530/EC-18-0241
1032,BOTANY,"['Gurnell, AM', 'Holloway, JV', 'Liffen, T', 'Serlet, AJ', 'Zolezzi, G']",Plant root and rhizome strength: are there differences between and within species and rivers?,Earth Surface Processes And Landforms,2019,44:389-392,http://dx.doi.org/10.1002/esp.4499
1033,BOTANY,"['Bergman, BA', 'Bobich, EG', 'Davis, SD', 'Utsumi, Y', 'Ewers, FW']",Dense but flexible wood - how leaf nodes impact xylem mechanics in juglans cahfornica,Iawa Journal,2018,39:372-381,http://dx.doi.org/10.1163/22941932-20170205
1034,CARDIOVASCULAR/CARDIOPULMONARY,"['Hadjadj, L', 'Monori-Kiss, A', 'Horvath, EM', 'Heinzlmann, A', 'Magyar, A', 'Sziva, RE', 'Miklos, Z', 'Pal, E', 'Gal, J', 'Szabo, I', 'Benyo, Z', 'Nadasy, GL', 'Varbiro, S']","Geometric, elastic and contractile-relaxation changes in coronary arterioles induced by vitamin d deficiency in normal and hyperandrogenic female rats",Microvascular Research,2019,122:78-84,http://dx.doi.org/10.1016/j.mvr.2018.11.011
1035,CARDIOVASCULAR/CARDIOPULMONARY,"['Yan, JF', 'Lehsau, AC', 'Sauer, B', 'Pieper, B', 'Mohamed, SA', 'Loeys, BL', 'Dietz, HC', 'Van Laer, L', 'McCallion, AS', 'Eriksson, P', 'Franco-Cereceda, A', 'Mertens, L', 'Mital, S', 'Andelfinger, G', 'Mohamed, SA']",Comparison of biomechanical properties in ascending aortic aneurysms of patients with congenital bicuspid aortic valve and marfan syndrome,International Journal Of Cardiology,2019,278:65-69,http://dx.doi.org/10.1016/j.ijcard.2018.11.102
1036,CARDIOVASCULAR/CARDIOPULMONARY,"['McGee, OM', 'Sun, W', 'McNamara, LM']",An in vitro model quantifying the effect of calcification on the tissue-stent interaction in a stenosed aortic root,Journal Of Biomechanics,2019,82:109-115,http://dx.doi.org/10.1016/j.jbiomech.2018.10.010
1037,CARDIOVASCULAR/CARDIOPULMONARY,"['Mix, DS', 'Stoner, MC', 'Day, SW', 'Richards, MS']",Manufacturing abdominal aorta hydrogel tissue-mimicking phantoms for ultrasound elastography validation,Jove-Journal Of Visualized Experiments,2018,NaN:,http://dx.doi.org/10.3791/57984
1038,CELLULAR/SUBCELLULAR,"['Sarwar, M', 'Sykes, PH', 'Chitcholtan, K', 'Alkaisi, MM', 'Evans, JJ']",The extracellular topographical environment influences ovarian cancer cell behaviour,Biochemical And Biophysical Research Communications,2019,508:1188-1194,http://dx.doi.org/10.1016/j.bbrc.2018.12.067
1039,CELLULAR/SUBCELLULAR,"['Vanover, M', 'Pivetti, C', 'Lankford, L', 'Kumar, P', 'Galganski, L', 'Kabagambe, S', 'Keller, B', 'Becker, J', 'Chen, YJ', 'Chung, KR', 'Lee, C', 'Paxton, Z', 'Deal, B', 'Goodman, L', 'Anderson, J', 'Jensen, G', 'Wang, AJ', 'Farmer, D']",High density placental mesenchymal stromal cells provide neuronal preservation and improve motor function following in utero treatment of ovine myelomeningocele,Journal Of Pediatric Surgery,2019,54:75-79,http://dx.doi.org/10.1016/j.jpedsurg.2018.10.032
1040,CELLULAR/SUBCELLULAR,"['Kaylan, KB', 'Berg, IC', 'Biehl, MJ', 'Brougham-Cook, A', 'Jain, I', 'Jamil, SM', 'Sargeant, LH', 'Cornell, NJ', 'Raetzman, LT', 'Underhill, GH']",Spatial patterning of liver progenitor cell differentiation mediated by cellular contractility and notch signaling,Elife,2018,7:00,http://dx.doi.org/10.7554/eLife.38536
